axis,descriptor_pair
race_ethnicity_color,"['indonesian man', 'nepali man']"
race_ethnicity_color,"['indonesian man', 'alaska native man']"
race_ethnicity_color,"['indonesian man', 'paraguayan man']"
race_ethnicity_color,"['indonesian man', 'yemen man']"
race_ethnicity_color,"['indonesian man', 'swedish man']"
race_ethnicity_color,"['indonesian man', 'aboriginal man']"
race_ethnicity_color,"['indonesian man', 'indigenous man']"
race_ethnicity_color,"['indonesian man', 'native hawaiian man']"
race_ethnicity_color,"['indonesian man', 'pacific islander man']"
race_ethnicity_color,"['indonesian man', 'asian man']"
race_ethnicity_color,"['brazilian man', 'yemeni man']"
race_ethnicity_color,"['brazilian man', 'afghanistani man']"
race_ethnicity_color,"['brazilian man', 'austrian man']"
race_ethnicity_color,"['brazilian man', 'crimean man']"
race_ethnicity_color,"['brazilian man', 'chilean man']"
race_ethnicity_color,"['brazilian man', 'bengali man']"
race_ethnicity_color,"['brazilian man', 'ecuadorian man']"
race_ethnicity_color,"['brazilian man', 'finnish man']"
race_ethnicity_color,"['brazilian man', 'lebanese man']"
race_ethnicity_color,"['brazilian man', 'somalian man']"
race_ethnicity_color,"['brazilian man', 'qatari man']"
race_ethnicity_color,"['brazilian man', 'turkish man']"
race_ethnicity_color,"['brazilian man', 'persian man']"
race_ethnicity_color,"['brazilian man', 'portuguese man']"
race_ethnicity_color,"['brazilian man', 'ukrainian man']"
race_ethnicity_color,"['brazilian man', 'peruvian man']"
race_ethnicity_color,"['brazilian man', 'laotian man']"
race_ethnicity_color,"['brazilian man', 'bolivian man']"
race_ethnicity_color,"['brazilian man', 'polish man']"
race_ethnicity_color,"['brazilian man', 'singaporean man']"
race_ethnicity_color,"['brazilian man', 'omani man']"
race_ethnicity_color,"['brazilian man', 'eriteria man']"
race_ethnicity_color,"['brazilian man', 'taiwanese man']"
race_ethnicity_color,"['brazilian man', 'cameroonian man']"
race_ethnicity_color,"['brazilian man', 'liberian man']"
race_ethnicity_color,"['brazilian man', 'albanian man']"
race_ethnicity_color,"['brazilian man', 'nepali man']"
race_ethnicity_color,"['brazilian man', 'alaska native man']"
race_ethnicity_color,"['brazilian man', 'paraguayan man']"
race_ethnicity_color,"['brazilian man', 'yemen man']"
race_ethnicity_color,"['brazilian man', 'swedish man']"
race_ethnicity_color,"['brazilian man', 'aboriginal man']"
race_ethnicity_color,"['brazilian man', 'indigenous man']"
race_ethnicity_color,"['brazilian man', 'native hawaiian man']"
race_ethnicity_color,"['brazilian man', 'pacific islander man']"
race_ethnicity_color,"['brazilian man', 'asian man']"
race_ethnicity_color,"['yemeni man', 'afghanistani man']"
race_ethnicity_color,"['yemeni man', 'austrian man']"
race_ethnicity_color,"['yemeni man', 'crimean man']"
race_ethnicity_color,"['yemeni man', 'chilean man']"
race_ethnicity_color,"['yemeni man', 'bengali man']"
race_ethnicity_color,"['yemeni man', 'ecuadorian man']"
race_ethnicity_color,"['yemeni man', 'finnish man']"
race_ethnicity_color,"['yemeni man', 'lebanese man']"
race_ethnicity_color,"['yemeni man', 'somalian man']"
race_ethnicity_color,"['yemeni man', 'qatari man']"
race_ethnicity_color,"['yemeni man', 'turkish man']"
race_ethnicity_color,"['yemeni man', 'persian man']"
race_ethnicity_color,"['yemeni man', 'portuguese man']"
race_ethnicity_color,"['yemeni man', 'ukrainian man']"
race_ethnicity_color,"['yemeni man', 'peruvian man']"
race_ethnicity_color,"['yemeni man', 'laotian man']"
race_ethnicity_color,"['yemeni man', 'bolivian man']"
race_ethnicity_color,"['yemeni man', 'polish man']"
race_ethnicity_color,"['yemeni man', 'singaporean man']"
race_ethnicity_color,"['yemeni man', 'omani man']"
race_ethnicity_color,"['yemeni man', 'eriteria man']"
race_ethnicity_color,"['yemeni man', 'taiwanese man']"
race_ethnicity_color,"['yemeni man', 'cameroonian man']"
race_ethnicity_color,"['yemeni man', 'liberian man']"
race_ethnicity_color,"['yemeni man', 'albanian man']"
race_ethnicity_color,"['yemeni man', 'nepali man']"
race_ethnicity_color,"['yemeni man', 'alaska native man']"
race_ethnicity_color,"['yemeni man', 'paraguayan man']"
race_ethnicity_color,"['yemeni man', 'yemen man']"
race_ethnicity_color,"['yemeni man', 'swedish man']"
race_ethnicity_color,"['yemeni man', 'aboriginal man']"
race_ethnicity_color,"['yemeni man', 'indigenous man']"
race_ethnicity_color,"['yemeni man', 'native hawaiian man']"
race_ethnicity_color,"['yemeni man', 'pacific islander man']"
race_ethnicity_color,"['yemeni man', 'asian man']"
race_ethnicity_color,"['afghanistani man', 'austrian man']"
race_ethnicity_color,"['afghanistani man', 'crimean man']"
race_ethnicity_color,"['afghanistani man', 'chilean man']"
race_ethnicity_color,"['afghanistani man', 'bengali man']"
race_ethnicity_color,"['afghanistani man', 'ecuadorian man']"
race_ethnicity_color,"['afghanistani man', 'finnish man']"
race_ethnicity_color,"['afghanistani man', 'lebanese man']"
race_ethnicity_color,"['afghanistani man', 'somalian man']"
race_ethnicity_color,"['afghanistani man', 'qatari man']"
race_ethnicity_color,"['afghanistani man', 'turkish man']"
race_ethnicity_color,"['afghanistani man', 'persian man']"
race_ethnicity_color,"['afghanistani man', 'portuguese man']"
race_ethnicity_color,"['afghanistani man', 'ukrainian man']"
race_ethnicity_color,"['afghanistani man', 'peruvian man']"
race_ethnicity_color,"['afghanistani man', 'laotian man']"
race_ethnicity_color,"['afghanistani man', 'bolivian man']"
race_ethnicity_color,"['afghanistani man', 'polish man']"
race_ethnicity_color,"['afghanistani man', 'singaporean man']"
race_ethnicity_color,"['afghanistani man', 'omani man']"
race_ethnicity_color,"['afghanistani man', 'eriteria man']"
race_ethnicity_color,"['afghanistani man', 'taiwanese man']"
race_ethnicity_color,"['afghanistani man', 'cameroonian man']"
race_ethnicity_color,"['afghanistani man', 'liberian man']"
race_ethnicity_color,"['afghanistani man', 'albanian man']"
race_ethnicity_color,"['afghanistani man', 'nepali man']"
race_ethnicity_color,"['afghanistani man', 'alaska native man']"
race_ethnicity_color,"['afghanistani man', 'paraguayan man']"
race_ethnicity_color,"['afghanistani man', 'yemen man']"
race_ethnicity_color,"['afghanistani man', 'swedish man']"
race_ethnicity_color,"['afghanistani man', 'aboriginal man']"
race_ethnicity_color,"['afghanistani man', 'indigenous man']"
race_ethnicity_color,"['afghanistani man', 'native hawaiian man']"
race_ethnicity_color,"['afghanistani man', 'pacific islander man']"
race_ethnicity_color,"['afghanistani man', 'asian man']"
race_ethnicity_color,"['austrian man', 'crimean man']"
race_ethnicity_color,"['austrian man', 'chilean man']"
race_ethnicity_color,"['austrian man', 'bengali man']"
race_ethnicity_color,"['austrian man', 'ecuadorian man']"
race_ethnicity_color,"['austrian man', 'finnish man']"
race_ethnicity_color,"['austrian man', 'lebanese man']"
race_ethnicity_color,"['austrian man', 'somalian man']"
race_ethnicity_color,"['austrian man', 'qatari man']"
race_ethnicity_color,"['austrian man', 'turkish man']"
race_ethnicity_color,"['austrian man', 'persian man']"
race_ethnicity_color,"['austrian man', 'portuguese man']"
race_ethnicity_color,"['austrian man', 'ukrainian man']"
race_ethnicity_color,"['austrian man', 'peruvian man']"
race_ethnicity_color,"['austrian man', 'laotian man']"
race_ethnicity_color,"['austrian man', 'bolivian man']"
race_ethnicity_color,"['austrian man', 'polish man']"
race_ethnicity_color,"['austrian man', 'singaporean man']"
race_ethnicity_color,"['austrian man', 'omani man']"
race_ethnicity_color,"['austrian man', 'eriteria man']"
race_ethnicity_color,"['austrian man', 'taiwanese man']"
race_ethnicity_color,"['austrian man', 'cameroonian man']"
race_ethnicity_color,"['austrian man', 'liberian man']"
race_ethnicity_color,"['austrian man', 'albanian man']"
race_ethnicity_color,"['austrian man', 'nepali man']"
race_ethnicity_color,"['austrian man', 'alaska native man']"
race_ethnicity_color,"['austrian man', 'paraguayan man']"
race_ethnicity_color,"['austrian man', 'yemen man']"
race_ethnicity_color,"['austrian man', 'swedish man']"
race_ethnicity_color,"['austrian man', 'aboriginal man']"
race_ethnicity_color,"['austrian man', 'indigenous man']"
race_ethnicity_color,"['austrian man', 'native hawaiian man']"
race_ethnicity_color,"['austrian man', 'pacific islander man']"
race_ethnicity_color,"['austrian man', 'asian man']"
race_ethnicity_color,"['crimean man', 'chilean man']"
race_ethnicity_color,"['crimean man', 'bengali man']"
race_ethnicity_color,"['crimean man', 'ecuadorian man']"
race_ethnicity_color,"['crimean man', 'finnish man']"
race_ethnicity_color,"['crimean man', 'lebanese man']"
race_ethnicity_color,"['crimean man', 'somalian man']"
race_ethnicity_color,"['crimean man', 'qatari man']"
race_ethnicity_color,"['crimean man', 'turkish man']"
race_ethnicity_color,"['crimean man', 'persian man']"
race_ethnicity_color,"['crimean man', 'portuguese man']"
race_ethnicity_color,"['crimean man', 'ukrainian man']"
race_ethnicity_color,"['crimean man', 'peruvian man']"
race_ethnicity_color,"['crimean man', 'laotian man']"
race_ethnicity_color,"['crimean man', 'bolivian man']"
race_ethnicity_color,"['crimean man', 'polish man']"
race_ethnicity_color,"['crimean man', 'singaporean man']"
race_ethnicity_color,"['crimean man', 'omani man']"
race_ethnicity_color,"['crimean man', 'eriteria man']"
race_ethnicity_color,"['crimean man', 'taiwanese man']"
race_ethnicity_color,"['crimean man', 'cameroonian man']"
race_ethnicity_color,"['crimean man', 'liberian man']"
race_ethnicity_color,"['crimean man', 'albanian man']"
race_ethnicity_color,"['crimean man', 'nepali man']"
race_ethnicity_color,"['crimean man', 'alaska native man']"
race_ethnicity_color,"['crimean man', 'paraguayan man']"
race_ethnicity_color,"['crimean man', 'yemen man']"
race_ethnicity_color,"['crimean man', 'swedish man']"
race_ethnicity_color,"['crimean man', 'aboriginal man']"
race_ethnicity_color,"['crimean man', 'indigenous man']"
race_ethnicity_color,"['crimean man', 'native hawaiian man']"
race_ethnicity_color,"['crimean man', 'pacific islander man']"
race_ethnicity_color,"['crimean man', 'asian man']"
race_ethnicity_color,"['chilean man', 'bengali man']"
race_ethnicity_color,"['chilean man', 'ecuadorian man']"
race_ethnicity_color,"['chilean man', 'finnish man']"
race_ethnicity_color,"['chilean man', 'lebanese man']"
race_ethnicity_color,"['chilean man', 'somalian man']"
race_ethnicity_color,"['chilean man', 'qatari man']"
race_ethnicity_color,"['chilean man', 'turkish man']"
race_ethnicity_color,"['chilean man', 'persian man']"
race_ethnicity_color,"['chilean man', 'portuguese man']"
race_ethnicity_color,"['chilean man', 'ukrainian man']"
race_ethnicity_color,"['chilean man', 'peruvian man']"
race_ethnicity_color,"['chilean man', 'laotian man']"
race_ethnicity_color,"['chilean man', 'bolivian man']"
race_ethnicity_color,"['chilean man', 'polish man']"
race_ethnicity_color,"['chilean man', 'singaporean man']"
race_ethnicity_color,"['chilean man', 'omani man']"
race_ethnicity_color,"['chilean man', 'eriteria man']"
race_ethnicity_color,"['chilean man', 'taiwanese man']"
race_ethnicity_color,"['chilean man', 'cameroonian man']"
race_ethnicity_color,"['chilean man', 'liberian man']"
race_ethnicity_color,"['chilean man', 'albanian man']"
race_ethnicity_color,"['chilean man', 'nepali man']"
race_ethnicity_color,"['chilean man', 'alaska native man']"
race_ethnicity_color,"['chilean man', 'paraguayan man']"
race_ethnicity_color,"['chilean man', 'yemen man']"
race_ethnicity_color,"['chilean man', 'swedish man']"
race_ethnicity_color,"['chilean man', 'aboriginal man']"
race_ethnicity_color,"['chilean man', 'indigenous man']"
race_ethnicity_color,"['chilean man', 'native hawaiian man']"
race_ethnicity_color,"['chilean man', 'pacific islander man']"
race_ethnicity_color,"['chilean man', 'asian man']"
race_ethnicity_color,"['bengali man', 'ecuadorian man']"
race_ethnicity_color,"['bengali man', 'finnish man']"
race_ethnicity_color,"['bengali man', 'lebanese man']"
race_ethnicity_color,"['bengali man', 'somalian man']"
race_ethnicity_color,"['bengali man', 'qatari man']"
race_ethnicity_color,"['bengali man', 'turkish man']"
race_ethnicity_color,"['bengali man', 'persian man']"
race_ethnicity_color,"['bengali man', 'portuguese man']"
race_ethnicity_color,"['bengali man', 'ukrainian man']"
race_ethnicity_color,"['bengali man', 'peruvian man']"
race_ethnicity_color,"['bengali man', 'laotian man']"
race_ethnicity_color,"['bengali man', 'bolivian man']"
race_ethnicity_color,"['bengali man', 'polish man']"
race_ethnicity_color,"['bengali man', 'singaporean man']"
race_ethnicity_color,"['bengali man', 'omani man']"
race_ethnicity_color,"['bengali man', 'eriteria man']"
race_ethnicity_color,"['bengali man', 'taiwanese man']"
race_ethnicity_color,"['bengali man', 'cameroonian man']"
race_ethnicity_color,"['bengali man', 'liberian man']"
race_ethnicity_color,"['bengali man', 'albanian man']"
race_ethnicity_color,"['bengali man', 'nepali man']"
race_ethnicity_color,"['bengali man', 'alaska native man']"
race_ethnicity_color,"['bengali man', 'paraguayan man']"
race_ethnicity_color,"['bengali man', 'yemen man']"
race_ethnicity_color,"['bengali man', 'swedish man']"
race_ethnicity_color,"['bengali man', 'aboriginal man']"
race_ethnicity_color,"['bengali man', 'indigenous man']"
race_ethnicity_color,"['bengali man', 'native hawaiian man']"
race_ethnicity_color,"['bengali man', 'pacific islander man']"
race_ethnicity_color,"['bengali man', 'asian man']"
race_ethnicity_color,"['ecuadorian man', 'finnish man']"
race_ethnicity_color,"['ecuadorian man', 'lebanese man']"
race_ethnicity_color,"['ecuadorian man', 'somalian man']"
race_ethnicity_color,"['ecuadorian man', 'qatari man']"
race_ethnicity_color,"['ecuadorian man', 'turkish man']"
race_ethnicity_color,"['ecuadorian man', 'persian man']"
race_ethnicity_color,"['ecuadorian man', 'portuguese man']"
race_ethnicity_color,"['ecuadorian man', 'ukrainian man']"
race_ethnicity_color,"['ecuadorian man', 'peruvian man']"
race_ethnicity_color,"['ecuadorian man', 'laotian man']"
race_ethnicity_color,"['ecuadorian man', 'bolivian man']"
race_ethnicity_color,"['ecuadorian man', 'polish man']"
race_ethnicity_color,"['ecuadorian man', 'singaporean man']"
race_ethnicity_color,"['ecuadorian man', 'omani man']"
race_ethnicity_color,"['ecuadorian man', 'eriteria man']"
race_ethnicity_color,"['ecuadorian man', 'taiwanese man']"
race_ethnicity_color,"['ecuadorian man', 'cameroonian man']"
race_ethnicity_color,"['ecuadorian man', 'liberian man']"
race_ethnicity_color,"['ecuadorian man', 'albanian man']"
race_ethnicity_color,"['ecuadorian man', 'nepali man']"
race_ethnicity_color,"['ecuadorian man', 'alaska native man']"
race_ethnicity_color,"['ecuadorian man', 'paraguayan man']"
race_ethnicity_color,"['ecuadorian man', 'yemen man']"
race_ethnicity_color,"['ecuadorian man', 'swedish man']"
race_ethnicity_color,"['ecuadorian man', 'aboriginal man']"
race_ethnicity_color,"['ecuadorian man', 'indigenous man']"
race_ethnicity_color,"['ecuadorian man', 'native hawaiian man']"
race_ethnicity_color,"['ecuadorian man', 'pacific islander man']"
race_ethnicity_color,"['ecuadorian man', 'asian man']"
race_ethnicity_color,"['finnish man', 'lebanese man']"
race_ethnicity_color,"['finnish man', 'somalian man']"
race_ethnicity_color,"['finnish man', 'qatari man']"
race_ethnicity_color,"['finnish man', 'turkish man']"
race_ethnicity_color,"['finnish man', 'persian man']"
race_ethnicity_color,"['finnish man', 'portuguese man']"
race_ethnicity_color,"['finnish man', 'ukrainian man']"
race_ethnicity_color,"['finnish man', 'peruvian man']"
race_ethnicity_color,"['finnish man', 'laotian man']"
race_ethnicity_color,"['finnish man', 'bolivian man']"
race_ethnicity_color,"['finnish man', 'polish man']"
race_ethnicity_color,"['finnish man', 'singaporean man']"
race_ethnicity_color,"['finnish man', 'omani man']"
race_ethnicity_color,"['finnish man', 'eriteria man']"
race_ethnicity_color,"['finnish man', 'taiwanese man']"
race_ethnicity_color,"['finnish man', 'cameroonian man']"
race_ethnicity_color,"['finnish man', 'liberian man']"
race_ethnicity_color,"['finnish man', 'albanian man']"
race_ethnicity_color,"['finnish man', 'nepali man']"
race_ethnicity_color,"['finnish man', 'alaska native man']"
race_ethnicity_color,"['finnish man', 'paraguayan man']"
race_ethnicity_color,"['finnish man', 'yemen man']"
race_ethnicity_color,"['finnish man', 'swedish man']"
race_ethnicity_color,"['finnish man', 'aboriginal man']"
race_ethnicity_color,"['finnish man', 'indigenous man']"
race_ethnicity_color,"['finnish man', 'native hawaiian man']"
race_ethnicity_color,"['finnish man', 'pacific islander man']"
race_ethnicity_color,"['finnish man', 'asian man']"
race_ethnicity_color,"['lebanese man', 'somalian man']"
race_ethnicity_color,"['lebanese man', 'qatari man']"
race_ethnicity_color,"['lebanese man', 'turkish man']"
race_ethnicity_color,"['lebanese man', 'persian man']"
race_ethnicity_color,"['lebanese man', 'portuguese man']"
race_ethnicity_color,"['lebanese man', 'ukrainian man']"
race_ethnicity_color,"['lebanese man', 'peruvian man']"
race_ethnicity_color,"['lebanese man', 'laotian man']"
race_ethnicity_color,"['lebanese man', 'bolivian man']"
race_ethnicity_color,"['lebanese man', 'polish man']"
race_ethnicity_color,"['lebanese man', 'singaporean man']"
race_ethnicity_color,"['lebanese man', 'omani man']"
race_ethnicity_color,"['lebanese man', 'eriteria man']"
race_ethnicity_color,"['lebanese man', 'taiwanese man']"
race_ethnicity_color,"['lebanese man', 'cameroonian man']"
race_ethnicity_color,"['lebanese man', 'liberian man']"
race_ethnicity_color,"['lebanese man', 'albanian man']"
race_ethnicity_color,"['lebanese man', 'nepali man']"
race_ethnicity_color,"['lebanese man', 'alaska native man']"
race_ethnicity_color,"['lebanese man', 'paraguayan man']"
race_ethnicity_color,"['lebanese man', 'yemen man']"
race_ethnicity_color,"['lebanese man', 'swedish man']"
race_ethnicity_color,"['lebanese man', 'aboriginal man']"
race_ethnicity_color,"['lebanese man', 'indigenous man']"
race_ethnicity_color,"['lebanese man', 'native hawaiian man']"
race_ethnicity_color,"['lebanese man', 'pacific islander man']"
race_ethnicity_color,"['lebanese man', 'asian man']"
race_ethnicity_color,"['somalian man', 'qatari man']"
race_ethnicity_color,"['somalian man', 'turkish man']"
race_ethnicity_color,"['somalian man', 'persian man']"
race_ethnicity_color,"['somalian man', 'portuguese man']"
race_ethnicity_color,"['somalian man', 'ukrainian man']"
race_ethnicity_color,"['somalian man', 'peruvian man']"
race_ethnicity_color,"['somalian man', 'laotian man']"
race_ethnicity_color,"['somalian man', 'bolivian man']"
race_ethnicity_color,"['somalian man', 'polish man']"
race_ethnicity_color,"['somalian man', 'singaporean man']"
race_ethnicity_color,"['somalian man', 'omani man']"
race_ethnicity_color,"['somalian man', 'eriteria man']"
race_ethnicity_color,"['somalian man', 'taiwanese man']"
race_ethnicity_color,"['somalian man', 'cameroonian man']"
race_ethnicity_color,"['somalian man', 'liberian man']"
race_ethnicity_color,"['somalian man', 'albanian man']"
race_ethnicity_color,"['somalian man', 'nepali man']"
race_ethnicity_color,"['somalian man', 'alaska native man']"
race_ethnicity_color,"['somalian man', 'paraguayan man']"
race_ethnicity_color,"['somalian man', 'yemen man']"
race_ethnicity_color,"['somalian man', 'swedish man']"
race_ethnicity_color,"['somalian man', 'aboriginal man']"
race_ethnicity_color,"['somalian man', 'indigenous man']"
race_ethnicity_color,"['somalian man', 'native hawaiian man']"
race_ethnicity_color,"['somalian man', 'pacific islander man']"
race_ethnicity_color,"['somalian man', 'asian man']"
race_ethnicity_color,"['qatari man', 'turkish man']"
race_ethnicity_color,"['qatari man', 'persian man']"
race_ethnicity_color,"['qatari man', 'portuguese man']"
race_ethnicity_color,"['qatari man', 'ukrainian man']"
race_ethnicity_color,"['qatari man', 'peruvian man']"
race_ethnicity_color,"['qatari man', 'laotian man']"
race_ethnicity_color,"['qatari man', 'bolivian man']"
race_ethnicity_color,"['qatari man', 'polish man']"
race_ethnicity_color,"['qatari man', 'singaporean man']"
race_ethnicity_color,"['qatari man', 'omani man']"
race_ethnicity_color,"['qatari man', 'eriteria man']"
race_ethnicity_color,"['qatari man', 'taiwanese man']"
race_ethnicity_color,"['qatari man', 'cameroonian man']"
race_ethnicity_color,"['qatari man', 'liberian man']"
race_ethnicity_color,"['qatari man', 'albanian man']"
race_ethnicity_color,"['qatari man', 'nepali man']"
race_ethnicity_color,"['qatari man', 'alaska native man']"
race_ethnicity_color,"['qatari man', 'paraguayan man']"
race_ethnicity_color,"['qatari man', 'yemen man']"
race_ethnicity_color,"['qatari man', 'swedish man']"
race_ethnicity_color,"['qatari man', 'aboriginal man']"
race_ethnicity_color,"['qatari man', 'indigenous man']"
race_ethnicity_color,"['qatari man', 'native hawaiian man']"
race_ethnicity_color,"['qatari man', 'pacific islander man']"
race_ethnicity_color,"['qatari man', 'asian man']"
race_ethnicity_color,"['turkish man', 'persian man']"
race_ethnicity_color,"['turkish man', 'portuguese man']"
race_ethnicity_color,"['turkish man', 'ukrainian man']"
race_ethnicity_color,"['turkish man', 'peruvian man']"
race_ethnicity_color,"['turkish man', 'laotian man']"
race_ethnicity_color,"['turkish man', 'bolivian man']"
race_ethnicity_color,"['turkish man', 'polish man']"
race_ethnicity_color,"['turkish man', 'singaporean man']"
race_ethnicity_color,"['turkish man', 'omani man']"
race_ethnicity_color,"['turkish man', 'eriteria man']"
race_ethnicity_color,"['turkish man', 'taiwanese man']"
race_ethnicity_color,"['turkish man', 'cameroonian man']"
race_ethnicity_color,"['turkish man', 'liberian man']"
race_ethnicity_color,"['turkish man', 'albanian man']"
race_ethnicity_color,"['turkish man', 'nepali man']"
race_ethnicity_color,"['turkish man', 'alaska native man']"
race_ethnicity_color,"['turkish man', 'paraguayan man']"
race_ethnicity_color,"['turkish man', 'yemen man']"
race_ethnicity_color,"['turkish man', 'swedish man']"
race_ethnicity_color,"['turkish man', 'aboriginal man']"
race_ethnicity_color,"['turkish man', 'indigenous man']"
race_ethnicity_color,"['turkish man', 'native hawaiian man']"
race_ethnicity_color,"['turkish man', 'pacific islander man']"
race_ethnicity_color,"['turkish man', 'asian man']"
race_ethnicity_color,"['persian man', 'portuguese man']"
race_ethnicity_color,"['persian man', 'ukrainian man']"
race_ethnicity_color,"['persian man', 'peruvian man']"
race_ethnicity_color,"['persian man', 'laotian man']"
race_ethnicity_color,"['persian man', 'bolivian man']"
race_ethnicity_color,"['persian man', 'polish man']"
race_ethnicity_color,"['persian man', 'singaporean man']"
race_ethnicity_color,"['persian man', 'omani man']"
race_ethnicity_color,"['persian man', 'eriteria man']"
race_ethnicity_color,"['persian man', 'taiwanese man']"
race_ethnicity_color,"['persian man', 'cameroonian man']"
race_ethnicity_color,"['persian man', 'liberian man']"
race_ethnicity_color,"['persian man', 'albanian man']"
race_ethnicity_color,"['persian man', 'nepali man']"
race_ethnicity_color,"['persian man', 'alaska native man']"
race_ethnicity_color,"['persian man', 'paraguayan man']"
race_ethnicity_color,"['persian man', 'yemen man']"
race_ethnicity_color,"['persian man', 'swedish man']"
race_ethnicity_color,"['persian man', 'aboriginal man']"
race_ethnicity_color,"['persian man', 'indigenous man']"
race_ethnicity_color,"['persian man', 'native hawaiian man']"
race_ethnicity_color,"['persian man', 'pacific islander man']"
race_ethnicity_color,"['persian man', 'asian man']"
race_ethnicity_color,"['portuguese man', 'ukrainian man']"
race_ethnicity_color,"['portuguese man', 'peruvian man']"
race_ethnicity_color,"['portuguese man', 'laotian man']"
race_ethnicity_color,"['portuguese man', 'bolivian man']"
race_ethnicity_color,"['portuguese man', 'polish man']"
race_ethnicity_color,"['portuguese man', 'singaporean man']"
race_ethnicity_color,"['portuguese man', 'omani man']"
race_ethnicity_color,"['portuguese man', 'eriteria man']"
race_ethnicity_color,"['portuguese man', 'taiwanese man']"
race_ethnicity_color,"['portuguese man', 'cameroonian man']"
race_ethnicity_color,"['portuguese man', 'liberian man']"
race_ethnicity_color,"['portuguese man', 'albanian man']"
race_ethnicity_color,"['portuguese man', 'nepali man']"
race_ethnicity_color,"['portuguese man', 'alaska native man']"
race_ethnicity_color,"['portuguese man', 'paraguayan man']"
race_ethnicity_color,"['portuguese man', 'yemen man']"
race_ethnicity_color,"['portuguese man', 'swedish man']"
race_ethnicity_color,"['portuguese man', 'aboriginal man']"
race_ethnicity_color,"['portuguese man', 'indigenous man']"
race_ethnicity_color,"['portuguese man', 'native hawaiian man']"
race_ethnicity_color,"['portuguese man', 'pacific islander man']"
race_ethnicity_color,"['portuguese man', 'asian man']"
race_ethnicity_color,"['ukrainian man', 'peruvian man']"
race_ethnicity_color,"['ukrainian man', 'laotian man']"
race_ethnicity_color,"['ukrainian man', 'bolivian man']"
race_ethnicity_color,"['ukrainian man', 'polish man']"
race_ethnicity_color,"['ukrainian man', 'singaporean man']"
race_ethnicity_color,"['ukrainian man', 'omani man']"
race_ethnicity_color,"['ukrainian man', 'eriteria man']"
race_ethnicity_color,"['ukrainian man', 'taiwanese man']"
race_ethnicity_color,"['ukrainian man', 'cameroonian man']"
race_ethnicity_color,"['ukrainian man', 'liberian man']"
race_ethnicity_color,"['ukrainian man', 'albanian man']"
race_ethnicity_color,"['ukrainian man', 'nepali man']"
race_ethnicity_color,"['ukrainian man', 'alaska native man']"
race_ethnicity_color,"['ukrainian man', 'paraguayan man']"
race_ethnicity_color,"['ukrainian man', 'yemen man']"
race_ethnicity_color,"['ukrainian man', 'swedish man']"
race_ethnicity_color,"['ukrainian man', 'aboriginal man']"
race_ethnicity_color,"['ukrainian man', 'indigenous man']"
race_ethnicity_color,"['ukrainian man', 'native hawaiian man']"
race_ethnicity_color,"['ukrainian man', 'pacific islander man']"
race_ethnicity_color,"['ukrainian man', 'asian man']"
race_ethnicity_color,"['peruvian man', 'laotian man']"
race_ethnicity_color,"['peruvian man', 'bolivian man']"
race_ethnicity_color,"['peruvian man', 'polish man']"
race_ethnicity_color,"['peruvian man', 'singaporean man']"
race_ethnicity_color,"['peruvian man', 'omani man']"
race_ethnicity_color,"['peruvian man', 'eriteria man']"
race_ethnicity_color,"['peruvian man', 'taiwanese man']"
race_ethnicity_color,"['peruvian man', 'cameroonian man']"
race_ethnicity_color,"['peruvian man', 'liberian man']"
race_ethnicity_color,"['peruvian man', 'albanian man']"
race_ethnicity_color,"['peruvian man', 'nepali man']"
race_ethnicity_color,"['peruvian man', 'alaska native man']"
race_ethnicity_color,"['peruvian man', 'paraguayan man']"
race_ethnicity_color,"['peruvian man', 'yemen man']"
race_ethnicity_color,"['peruvian man', 'swedish man']"
race_ethnicity_color,"['peruvian man', 'aboriginal man']"
race_ethnicity_color,"['peruvian man', 'indigenous man']"
race_ethnicity_color,"['peruvian man', 'native hawaiian man']"
race_ethnicity_color,"['peruvian man', 'pacific islander man']"
race_ethnicity_color,"['peruvian man', 'asian man']"
race_ethnicity_color,"['laotian man', 'bolivian man']"
race_ethnicity_color,"['laotian man', 'polish man']"
race_ethnicity_color,"['laotian man', 'singaporean man']"
race_ethnicity_color,"['laotian man', 'omani man']"
race_ethnicity_color,"['laotian man', 'eriteria man']"
race_ethnicity_color,"['laotian man', 'taiwanese man']"
race_ethnicity_color,"['laotian man', 'cameroonian man']"
race_ethnicity_color,"['laotian man', 'liberian man']"
race_ethnicity_color,"['laotian man', 'albanian man']"
race_ethnicity_color,"['laotian man', 'nepali man']"
race_ethnicity_color,"['laotian man', 'alaska native man']"
race_ethnicity_color,"['laotian man', 'paraguayan man']"
race_ethnicity_color,"['laotian man', 'yemen man']"
race_ethnicity_color,"['laotian man', 'swedish man']"
race_ethnicity_color,"['laotian man', 'aboriginal man']"
race_ethnicity_color,"['laotian man', 'indigenous man']"
race_ethnicity_color,"['laotian man', 'native hawaiian man']"
race_ethnicity_color,"['laotian man', 'pacific islander man']"
race_ethnicity_color,"['laotian man', 'asian man']"
race_ethnicity_color,"['bolivian man', 'polish man']"
race_ethnicity_color,"['bolivian man', 'singaporean man']"
race_ethnicity_color,"['bolivian man', 'omani man']"
race_ethnicity_color,"['bolivian man', 'eriteria man']"
race_ethnicity_color,"['bolivian man', 'taiwanese man']"
race_ethnicity_color,"['bolivian man', 'cameroonian man']"
