axis,descriptor_pair
race_ethnicity_color,"['yemeni woman', 'bolivian woman']"
race_ethnicity_color,"['yemeni woman', 'polish woman']"
race_ethnicity_color,"['yemeni woman', 'singaporean woman']"
race_ethnicity_color,"['yemeni woman', 'omani woman']"
race_ethnicity_color,"['yemeni woman', 'eriteria woman']"
race_ethnicity_color,"['yemeni woman', 'taiwanese woman']"
race_ethnicity_color,"['yemeni woman', 'cameroonian woman']"
race_ethnicity_color,"['yemeni woman', 'liberian woman']"
race_ethnicity_color,"['yemeni woman', 'albanian woman']"
race_ethnicity_color,"['yemeni woman', 'nepali woman']"
race_ethnicity_color,"['yemeni woman', 'alaska native woman']"
race_ethnicity_color,"['yemeni woman', 'paraguayan woman']"
race_ethnicity_color,"['yemeni woman', 'yemen woman']"
race_ethnicity_color,"['yemeni woman', 'swedish woman']"
race_ethnicity_color,"['yemeni woman', 'aboriginal woman']"
race_ethnicity_color,"['yemeni woman', 'indigenous woman']"
race_ethnicity_color,"['yemeni woman', 'native hawaiian woman']"
race_ethnicity_color,"['yemeni woman', 'pacific islander woman']"
race_ethnicity_color,"['yemeni woman', 'asian woman']"
race_ethnicity_color,"['afghanistani woman', 'austrian woman']"
race_ethnicity_color,"['afghanistani woman', 'crimean woman']"
race_ethnicity_color,"['afghanistani woman', 'chilean woman']"
race_ethnicity_color,"['afghanistani woman', 'bengali woman']"
race_ethnicity_color,"['afghanistani woman', 'ecuadorian woman']"
race_ethnicity_color,"['afghanistani woman', 'finnish woman']"
race_ethnicity_color,"['afghanistani woman', 'lebanese woman']"
race_ethnicity_color,"['afghanistani woman', 'somalian woman']"
race_ethnicity_color,"['afghanistani woman', 'qatari woman']"
race_ethnicity_color,"['afghanistani woman', 'turkish woman']"
race_ethnicity_color,"['afghanistani woman', 'persian woman']"
race_ethnicity_color,"['afghanistani woman', 'portuguese woman']"
race_ethnicity_color,"['afghanistani woman', 'ukrainian woman']"
race_ethnicity_color,"['afghanistani woman', 'peruvian woman']"
race_ethnicity_color,"['afghanistani woman', 'laotian woman']"
race_ethnicity_color,"['afghanistani woman', 'bolivian woman']"
race_ethnicity_color,"['afghanistani woman', 'polish woman']"
race_ethnicity_color,"['afghanistani woman', 'singaporean woman']"
race_ethnicity_color,"['afghanistani woman', 'omani woman']"
race_ethnicity_color,"['afghanistani woman', 'eriteria woman']"
race_ethnicity_color,"['afghanistani woman', 'taiwanese woman']"
race_ethnicity_color,"['afghanistani woman', 'cameroonian woman']"
race_ethnicity_color,"['afghanistani woman', 'liberian woman']"
race_ethnicity_color,"['afghanistani woman', 'albanian woman']"
race_ethnicity_color,"['afghanistani woman', 'nepali woman']"
race_ethnicity_color,"['afghanistani woman', 'alaska native woman']"
race_ethnicity_color,"['afghanistani woman', 'paraguayan woman']"
race_ethnicity_color,"['afghanistani woman', 'yemen woman']"
race_ethnicity_color,"['afghanistani woman', 'swedish woman']"
race_ethnicity_color,"['afghanistani woman', 'aboriginal woman']"
race_ethnicity_color,"['afghanistani woman', 'indigenous woman']"
race_ethnicity_color,"['afghanistani woman', 'native hawaiian woman']"
race_ethnicity_color,"['afghanistani woman', 'pacific islander woman']"
race_ethnicity_color,"['afghanistani woman', 'asian woman']"
race_ethnicity_color,"['austrian woman', 'crimean woman']"
race_ethnicity_color,"['austrian woman', 'chilean woman']"
race_ethnicity_color,"['austrian woman', 'bengali woman']"
race_ethnicity_color,"['austrian woman', 'ecuadorian woman']"
race_ethnicity_color,"['austrian woman', 'finnish woman']"
race_ethnicity_color,"['austrian woman', 'lebanese woman']"
race_ethnicity_color,"['austrian woman', 'somalian woman']"
race_ethnicity_color,"['austrian woman', 'qatari woman']"
race_ethnicity_color,"['austrian woman', 'turkish woman']"
race_ethnicity_color,"['austrian woman', 'persian woman']"
race_ethnicity_color,"['austrian woman', 'portuguese woman']"
race_ethnicity_color,"['austrian woman', 'ukrainian woman']"
race_ethnicity_color,"['austrian woman', 'peruvian woman']"
race_ethnicity_color,"['austrian woman', 'laotian woman']"
race_ethnicity_color,"['austrian woman', 'bolivian woman']"
race_ethnicity_color,"['austrian woman', 'polish woman']"
race_ethnicity_color,"['austrian woman', 'singaporean woman']"
race_ethnicity_color,"['austrian woman', 'omani woman']"
race_ethnicity_color,"['austrian woman', 'eriteria woman']"
race_ethnicity_color,"['austrian woman', 'taiwanese woman']"
race_ethnicity_color,"['austrian woman', 'cameroonian woman']"
race_ethnicity_color,"['austrian woman', 'liberian woman']"
race_ethnicity_color,"['austrian woman', 'albanian woman']"
race_ethnicity_color,"['austrian woman', 'nepali woman']"
race_ethnicity_color,"['austrian woman', 'alaska native woman']"
race_ethnicity_color,"['austrian woman', 'paraguayan woman']"
race_ethnicity_color,"['austrian woman', 'yemen woman']"
race_ethnicity_color,"['austrian woman', 'swedish woman']"
race_ethnicity_color,"['austrian woman', 'aboriginal woman']"
race_ethnicity_color,"['austrian woman', 'indigenous woman']"
race_ethnicity_color,"['austrian woman', 'native hawaiian woman']"
race_ethnicity_color,"['austrian woman', 'pacific islander woman']"
race_ethnicity_color,"['austrian woman', 'asian woman']"
race_ethnicity_color,"['crimean woman', 'chilean woman']"
race_ethnicity_color,"['crimean woman', 'bengali woman']"
race_ethnicity_color,"['crimean woman', 'ecuadorian woman']"
race_ethnicity_color,"['crimean woman', 'finnish woman']"
race_ethnicity_color,"['crimean woman', 'lebanese woman']"
race_ethnicity_color,"['crimean woman', 'somalian woman']"
race_ethnicity_color,"['crimean woman', 'qatari woman']"
race_ethnicity_color,"['crimean woman', 'turkish woman']"
race_ethnicity_color,"['crimean woman', 'persian woman']"
race_ethnicity_color,"['crimean woman', 'portuguese woman']"
race_ethnicity_color,"['crimean woman', 'ukrainian woman']"
race_ethnicity_color,"['crimean woman', 'peruvian woman']"
race_ethnicity_color,"['crimean woman', 'laotian woman']"
race_ethnicity_color,"['crimean woman', 'bolivian woman']"
race_ethnicity_color,"['crimean woman', 'polish woman']"
race_ethnicity_color,"['crimean woman', 'singaporean woman']"
race_ethnicity_color,"['crimean woman', 'omani woman']"
race_ethnicity_color,"['crimean woman', 'eriteria woman']"
race_ethnicity_color,"['crimean woman', 'taiwanese woman']"
race_ethnicity_color,"['crimean woman', 'cameroonian woman']"
race_ethnicity_color,"['crimean woman', 'liberian woman']"
race_ethnicity_color,"['crimean woman', 'albanian woman']"
race_ethnicity_color,"['crimean woman', 'nepali woman']"
race_ethnicity_color,"['crimean woman', 'alaska native woman']"
race_ethnicity_color,"['crimean woman', 'paraguayan woman']"
race_ethnicity_color,"['crimean woman', 'yemen woman']"
race_ethnicity_color,"['crimean woman', 'swedish woman']"
race_ethnicity_color,"['crimean woman', 'aboriginal woman']"
race_ethnicity_color,"['crimean woman', 'indigenous woman']"
race_ethnicity_color,"['crimean woman', 'native hawaiian woman']"
race_ethnicity_color,"['crimean woman', 'pacific islander woman']"
race_ethnicity_color,"['crimean woman', 'asian woman']"
race_ethnicity_color,"['chilean woman', 'bengali woman']"
race_ethnicity_color,"['chilean woman', 'ecuadorian woman']"
race_ethnicity_color,"['chilean woman', 'finnish woman']"
race_ethnicity_color,"['chilean woman', 'lebanese woman']"
race_ethnicity_color,"['chilean woman', 'somalian woman']"
race_ethnicity_color,"['chilean woman', 'qatari woman']"
race_ethnicity_color,"['chilean woman', 'turkish woman']"
race_ethnicity_color,"['chilean woman', 'persian woman']"
race_ethnicity_color,"['chilean woman', 'portuguese woman']"
race_ethnicity_color,"['chilean woman', 'ukrainian woman']"
race_ethnicity_color,"['chilean woman', 'peruvian woman']"
race_ethnicity_color,"['chilean woman', 'laotian woman']"
race_ethnicity_color,"['chilean woman', 'bolivian woman']"
race_ethnicity_color,"['chilean woman', 'polish woman']"
race_ethnicity_color,"['chilean woman', 'singaporean woman']"
race_ethnicity_color,"['chilean woman', 'omani woman']"
race_ethnicity_color,"['chilean woman', 'eriteria woman']"
race_ethnicity_color,"['chilean woman', 'taiwanese woman']"
race_ethnicity_color,"['chilean woman', 'cameroonian woman']"
race_ethnicity_color,"['chilean woman', 'liberian woman']"
race_ethnicity_color,"['chilean woman', 'albanian woman']"
race_ethnicity_color,"['chilean woman', 'nepali woman']"
race_ethnicity_color,"['chilean woman', 'alaska native woman']"
race_ethnicity_color,"['chilean woman', 'paraguayan woman']"
race_ethnicity_color,"['chilean woman', 'yemen woman']"
race_ethnicity_color,"['chilean woman', 'swedish woman']"
race_ethnicity_color,"['chilean woman', 'aboriginal woman']"
race_ethnicity_color,"['chilean woman', 'indigenous woman']"
race_ethnicity_color,"['chilean woman', 'native hawaiian woman']"
race_ethnicity_color,"['chilean woman', 'pacific islander woman']"
race_ethnicity_color,"['chilean woman', 'asian woman']"
race_ethnicity_color,"['bengali woman', 'ecuadorian woman']"
race_ethnicity_color,"['bengali woman', 'finnish woman']"
race_ethnicity_color,"['bengali woman', 'lebanese woman']"
race_ethnicity_color,"['bengali woman', 'somalian woman']"
race_ethnicity_color,"['bengali woman', 'qatari woman']"
race_ethnicity_color,"['bengali woman', 'turkish woman']"
race_ethnicity_color,"['bengali woman', 'persian woman']"
race_ethnicity_color,"['bengali woman', 'portuguese woman']"
race_ethnicity_color,"['bengali woman', 'ukrainian woman']"
race_ethnicity_color,"['bengali woman', 'peruvian woman']"
race_ethnicity_color,"['bengali woman', 'laotian woman']"
race_ethnicity_color,"['bengali woman', 'bolivian woman']"
race_ethnicity_color,"['bengali woman', 'polish woman']"
race_ethnicity_color,"['bengali woman', 'singaporean woman']"
race_ethnicity_color,"['bengali woman', 'omani woman']"
race_ethnicity_color,"['bengali woman', 'eriteria woman']"
race_ethnicity_color,"['bengali woman', 'taiwanese woman']"
race_ethnicity_color,"['bengali woman', 'cameroonian woman']"
race_ethnicity_color,"['bengali woman', 'liberian woman']"
race_ethnicity_color,"['bengali woman', 'albanian woman']"
race_ethnicity_color,"['bengali woman', 'nepali woman']"
race_ethnicity_color,"['bengali woman', 'alaska native woman']"
race_ethnicity_color,"['bengali woman', 'paraguayan woman']"
race_ethnicity_color,"['bengali woman', 'yemen woman']"
race_ethnicity_color,"['bengali woman', 'swedish woman']"
race_ethnicity_color,"['bengali woman', 'aboriginal woman']"
race_ethnicity_color,"['bengali woman', 'indigenous woman']"
race_ethnicity_color,"['bengali woman', 'native hawaiian woman']"
race_ethnicity_color,"['bengali woman', 'pacific islander woman']"
race_ethnicity_color,"['bengali woman', 'asian woman']"
race_ethnicity_color,"['ecuadorian woman', 'finnish woman']"
race_ethnicity_color,"['ecuadorian woman', 'lebanese woman']"
race_ethnicity_color,"['ecuadorian woman', 'somalian woman']"
race_ethnicity_color,"['ecuadorian woman', 'qatari woman']"
race_ethnicity_color,"['ecuadorian woman', 'turkish woman']"
race_ethnicity_color,"['ecuadorian woman', 'persian woman']"
race_ethnicity_color,"['ecuadorian woman', 'portuguese woman']"
race_ethnicity_color,"['ecuadorian woman', 'ukrainian woman']"
race_ethnicity_color,"['ecuadorian woman', 'peruvian woman']"
race_ethnicity_color,"['ecuadorian woman', 'laotian woman']"
race_ethnicity_color,"['ecuadorian woman', 'bolivian woman']"
race_ethnicity_color,"['ecuadorian woman', 'polish woman']"
race_ethnicity_color,"['ecuadorian woman', 'singaporean woman']"
race_ethnicity_color,"['ecuadorian woman', 'omani woman']"
race_ethnicity_color,"['ecuadorian woman', 'eriteria woman']"
race_ethnicity_color,"['ecuadorian woman', 'taiwanese woman']"
race_ethnicity_color,"['ecuadorian woman', 'cameroonian woman']"
race_ethnicity_color,"['ecuadorian woman', 'liberian woman']"
race_ethnicity_color,"['ecuadorian woman', 'albanian woman']"
race_ethnicity_color,"['ecuadorian woman', 'nepali woman']"
race_ethnicity_color,"['ecuadorian woman', 'alaska native woman']"
race_ethnicity_color,"['ecuadorian woman', 'paraguayan woman']"
race_ethnicity_color,"['ecuadorian woman', 'yemen woman']"
race_ethnicity_color,"['ecuadorian woman', 'swedish woman']"
race_ethnicity_color,"['ecuadorian woman', 'aboriginal woman']"
race_ethnicity_color,"['ecuadorian woman', 'indigenous woman']"
race_ethnicity_color,"['ecuadorian woman', 'native hawaiian woman']"
race_ethnicity_color,"['ecuadorian woman', 'pacific islander woman']"
race_ethnicity_color,"['ecuadorian woman', 'asian woman']"
race_ethnicity_color,"['finnish woman', 'lebanese woman']"
race_ethnicity_color,"['finnish woman', 'somalian woman']"
race_ethnicity_color,"['finnish woman', 'qatari woman']"
race_ethnicity_color,"['finnish woman', 'turkish woman']"
race_ethnicity_color,"['finnish woman', 'persian woman']"
race_ethnicity_color,"['finnish woman', 'portuguese woman']"
race_ethnicity_color,"['finnish woman', 'ukrainian woman']"
race_ethnicity_color,"['finnish woman', 'peruvian woman']"
race_ethnicity_color,"['finnish woman', 'laotian woman']"
race_ethnicity_color,"['finnish woman', 'bolivian woman']"
race_ethnicity_color,"['finnish woman', 'polish woman']"
race_ethnicity_color,"['finnish woman', 'singaporean woman']"
race_ethnicity_color,"['finnish woman', 'omani woman']"
race_ethnicity_color,"['finnish woman', 'eriteria woman']"
race_ethnicity_color,"['finnish woman', 'taiwanese woman']"
race_ethnicity_color,"['finnish woman', 'cameroonian woman']"
race_ethnicity_color,"['finnish woman', 'liberian woman']"
race_ethnicity_color,"['finnish woman', 'albanian woman']"
race_ethnicity_color,"['finnish woman', 'nepali woman']"
race_ethnicity_color,"['finnish woman', 'alaska native woman']"
race_ethnicity_color,"['finnish woman', 'paraguayan woman']"
race_ethnicity_color,"['finnish woman', 'yemen woman']"
race_ethnicity_color,"['finnish woman', 'swedish woman']"
race_ethnicity_color,"['finnish woman', 'aboriginal woman']"
race_ethnicity_color,"['finnish woman', 'indigenous woman']"
race_ethnicity_color,"['finnish woman', 'native hawaiian woman']"
race_ethnicity_color,"['finnish woman', 'pacific islander woman']"
race_ethnicity_color,"['finnish woman', 'asian woman']"
race_ethnicity_color,"['lebanese woman', 'somalian woman']"
race_ethnicity_color,"['lebanese woman', 'qatari woman']"
race_ethnicity_color,"['lebanese woman', 'turkish woman']"
race_ethnicity_color,"['lebanese woman', 'persian woman']"
race_ethnicity_color,"['lebanese woman', 'portuguese woman']"
race_ethnicity_color,"['lebanese woman', 'ukrainian woman']"
race_ethnicity_color,"['lebanese woman', 'peruvian woman']"
race_ethnicity_color,"['lebanese woman', 'laotian woman']"
race_ethnicity_color,"['lebanese woman', 'bolivian woman']"
race_ethnicity_color,"['lebanese woman', 'polish woman']"
race_ethnicity_color,"['lebanese woman', 'singaporean woman']"
race_ethnicity_color,"['lebanese woman', 'omani woman']"
race_ethnicity_color,"['lebanese woman', 'eriteria woman']"
race_ethnicity_color,"['lebanese woman', 'taiwanese woman']"
race_ethnicity_color,"['lebanese woman', 'cameroonian woman']"
race_ethnicity_color,"['lebanese woman', 'liberian woman']"
race_ethnicity_color,"['lebanese woman', 'albanian woman']"
race_ethnicity_color,"['lebanese woman', 'nepali woman']"
race_ethnicity_color,"['lebanese woman', 'alaska native woman']"
race_ethnicity_color,"['lebanese woman', 'paraguayan woman']"
race_ethnicity_color,"['lebanese woman', 'yemen woman']"
race_ethnicity_color,"['lebanese woman', 'swedish woman']"
race_ethnicity_color,"['lebanese woman', 'aboriginal woman']"
race_ethnicity_color,"['lebanese woman', 'indigenous woman']"
race_ethnicity_color,"['lebanese woman', 'native hawaiian woman']"
race_ethnicity_color,"['lebanese woman', 'pacific islander woman']"
race_ethnicity_color,"['lebanese woman', 'asian woman']"
race_ethnicity_color,"['somalian woman', 'qatari woman']"
race_ethnicity_color,"['somalian woman', 'turkish woman']"
race_ethnicity_color,"['somalian woman', 'persian woman']"
race_ethnicity_color,"['somalian woman', 'portuguese woman']"
race_ethnicity_color,"['somalian woman', 'ukrainian woman']"
race_ethnicity_color,"['somalian woman', 'peruvian woman']"
race_ethnicity_color,"['somalian woman', 'laotian woman']"
race_ethnicity_color,"['somalian woman', 'bolivian woman']"
race_ethnicity_color,"['somalian woman', 'polish woman']"
race_ethnicity_color,"['somalian woman', 'singaporean woman']"
race_ethnicity_color,"['somalian woman', 'omani woman']"
race_ethnicity_color,"['somalian woman', 'eriteria woman']"
race_ethnicity_color,"['somalian woman', 'taiwanese woman']"
race_ethnicity_color,"['somalian woman', 'cameroonian woman']"
race_ethnicity_color,"['somalian woman', 'liberian woman']"
race_ethnicity_color,"['somalian woman', 'albanian woman']"
race_ethnicity_color,"['somalian woman', 'nepali woman']"
race_ethnicity_color,"['somalian woman', 'alaska native woman']"
race_ethnicity_color,"['somalian woman', 'paraguayan woman']"
race_ethnicity_color,"['somalian woman', 'yemen woman']"
race_ethnicity_color,"['somalian woman', 'swedish woman']"
race_ethnicity_color,"['somalian woman', 'aboriginal woman']"
race_ethnicity_color,"['somalian woman', 'indigenous woman']"
race_ethnicity_color,"['somalian woman', 'native hawaiian woman']"
race_ethnicity_color,"['somalian woman', 'pacific islander woman']"
race_ethnicity_color,"['somalian woman', 'asian woman']"
race_ethnicity_color,"['qatari woman', 'turkish woman']"
race_ethnicity_color,"['qatari woman', 'persian woman']"
race_ethnicity_color,"['qatari woman', 'portuguese woman']"
race_ethnicity_color,"['qatari woman', 'ukrainian woman']"
race_ethnicity_color,"['qatari woman', 'peruvian woman']"
race_ethnicity_color,"['qatari woman', 'laotian woman']"
race_ethnicity_color,"['qatari woman', 'bolivian woman']"
race_ethnicity_color,"['qatari woman', 'polish woman']"
race_ethnicity_color,"['qatari woman', 'singaporean woman']"
race_ethnicity_color,"['qatari woman', 'omani woman']"
race_ethnicity_color,"['qatari woman', 'eriteria woman']"
race_ethnicity_color,"['qatari woman', 'taiwanese woman']"
race_ethnicity_color,"['qatari woman', 'cameroonian woman']"
race_ethnicity_color,"['qatari woman', 'liberian woman']"
race_ethnicity_color,"['qatari woman', 'albanian woman']"
race_ethnicity_color,"['qatari woman', 'nepali woman']"
race_ethnicity_color,"['qatari woman', 'alaska native woman']"
race_ethnicity_color,"['qatari woman', 'paraguayan woman']"
race_ethnicity_color,"['qatari woman', 'yemen woman']"
race_ethnicity_color,"['qatari woman', 'swedish woman']"
race_ethnicity_color,"['qatari woman', 'aboriginal woman']"
race_ethnicity_color,"['qatari woman', 'indigenous woman']"
race_ethnicity_color,"['qatari woman', 'native hawaiian woman']"
race_ethnicity_color,"['qatari woman', 'pacific islander woman']"
race_ethnicity_color,"['qatari woman', 'asian woman']"
race_ethnicity_color,"['turkish woman', 'persian woman']"
race_ethnicity_color,"['turkish woman', 'portuguese woman']"
race_ethnicity_color,"['turkish woman', 'ukrainian woman']"
race_ethnicity_color,"['turkish woman', 'peruvian woman']"
race_ethnicity_color,"['turkish woman', 'laotian woman']"
race_ethnicity_color,"['turkish woman', 'bolivian woman']"
race_ethnicity_color,"['turkish woman', 'polish woman']"
race_ethnicity_color,"['turkish woman', 'singaporean woman']"
race_ethnicity_color,"['turkish woman', 'omani woman']"
race_ethnicity_color,"['turkish woman', 'eriteria woman']"
race_ethnicity_color,"['turkish woman', 'taiwanese woman']"
race_ethnicity_color,"['turkish woman', 'cameroonian woman']"
race_ethnicity_color,"['turkish woman', 'liberian woman']"
race_ethnicity_color,"['turkish woman', 'albanian woman']"
race_ethnicity_color,"['turkish woman', 'nepali woman']"
race_ethnicity_color,"['turkish woman', 'alaska native woman']"
race_ethnicity_color,"['turkish woman', 'paraguayan woman']"
race_ethnicity_color,"['turkish woman', 'yemen woman']"
race_ethnicity_color,"['turkish woman', 'swedish woman']"
race_ethnicity_color,"['turkish woman', 'aboriginal woman']"
race_ethnicity_color,"['turkish woman', 'indigenous woman']"
race_ethnicity_color,"['turkish woman', 'native hawaiian woman']"
race_ethnicity_color,"['turkish woman', 'pacific islander woman']"
race_ethnicity_color,"['turkish woman', 'asian woman']"
race_ethnicity_color,"['persian woman', 'portuguese woman']"
race_ethnicity_color,"['persian woman', 'ukrainian woman']"
race_ethnicity_color,"['persian woman', 'peruvian woman']"
race_ethnicity_color,"['persian woman', 'laotian woman']"
race_ethnicity_color,"['persian woman', 'bolivian woman']"
race_ethnicity_color,"['persian woman', 'polish woman']"
race_ethnicity_color,"['persian woman', 'singaporean woman']"
race_ethnicity_color,"['persian woman', 'omani woman']"
race_ethnicity_color,"['persian woman', 'eriteria woman']"
race_ethnicity_color,"['persian woman', 'taiwanese woman']"
race_ethnicity_color,"['persian woman', 'cameroonian woman']"
race_ethnicity_color,"['persian woman', 'liberian woman']"
race_ethnicity_color,"['persian woman', 'albanian woman']"
race_ethnicity_color,"['persian woman', 'nepali woman']"
race_ethnicity_color,"['persian woman', 'alaska native woman']"
race_ethnicity_color,"['persian woman', 'paraguayan woman']"
race_ethnicity_color,"['persian woman', 'yemen woman']"
race_ethnicity_color,"['persian woman', 'swedish woman']"
race_ethnicity_color,"['persian woman', 'aboriginal woman']"
race_ethnicity_color,"['persian woman', 'indigenous woman']"
race_ethnicity_color,"['persian woman', 'native hawaiian woman']"
race_ethnicity_color,"['persian woman', 'pacific islander woman']"
race_ethnicity_color,"['persian woman', 'asian woman']"
race_ethnicity_color,"['portuguese woman', 'ukrainian woman']"
race_ethnicity_color,"['portuguese woman', 'peruvian woman']"
race_ethnicity_color,"['portuguese woman', 'laotian woman']"
race_ethnicity_color,"['portuguese woman', 'bolivian woman']"
race_ethnicity_color,"['portuguese woman', 'polish woman']"
race_ethnicity_color,"['portuguese woman', 'singaporean woman']"
race_ethnicity_color,"['portuguese woman', 'omani woman']"
race_ethnicity_color,"['portuguese woman', 'eriteria woman']"
race_ethnicity_color,"['portuguese woman', 'taiwanese woman']"
race_ethnicity_color,"['portuguese woman', 'cameroonian woman']"
race_ethnicity_color,"['portuguese woman', 'liberian woman']"
race_ethnicity_color,"['portuguese woman', 'albanian woman']"
race_ethnicity_color,"['portuguese woman', 'nepali woman']"
race_ethnicity_color,"['portuguese woman', 'alaska native woman']"
race_ethnicity_color,"['portuguese woman', 'paraguayan woman']"
race_ethnicity_color,"['portuguese woman', 'yemen woman']"
race_ethnicity_color,"['portuguese woman', 'swedish woman']"
race_ethnicity_color,"['portuguese woman', 'aboriginal woman']"
race_ethnicity_color,"['portuguese woman', 'indigenous woman']"
race_ethnicity_color,"['portuguese woman', 'native hawaiian woman']"
race_ethnicity_color,"['portuguese woman', 'pacific islander woman']"
race_ethnicity_color,"['portuguese woman', 'asian woman']"
race_ethnicity_color,"['ukrainian woman', 'peruvian woman']"
race_ethnicity_color,"['ukrainian woman', 'laotian woman']"
race_ethnicity_color,"['ukrainian woman', 'bolivian woman']"
race_ethnicity_color,"['ukrainian woman', 'polish woman']"
race_ethnicity_color,"['ukrainian woman', 'singaporean woman']"
race_ethnicity_color,"['ukrainian woman', 'omani woman']"
race_ethnicity_color,"['ukrainian woman', 'eriteria woman']"
race_ethnicity_color,"['ukrainian woman', 'taiwanese woman']"
race_ethnicity_color,"['ukrainian woman', 'cameroonian woman']"
race_ethnicity_color,"['ukrainian woman', 'liberian woman']"
race_ethnicity_color,"['ukrainian woman', 'albanian woman']"
race_ethnicity_color,"['ukrainian woman', 'nepali woman']"
race_ethnicity_color,"['ukrainian woman', 'alaska native woman']"
race_ethnicity_color,"['ukrainian woman', 'paraguayan woman']"
race_ethnicity_color,"['ukrainian woman', 'yemen woman']"
race_ethnicity_color,"['ukrainian woman', 'swedish woman']"
race_ethnicity_color,"['ukrainian woman', 'aboriginal woman']"
race_ethnicity_color,"['ukrainian woman', 'indigenous woman']"
race_ethnicity_color,"['ukrainian woman', 'native hawaiian woman']"
race_ethnicity_color,"['ukrainian woman', 'pacific islander woman']"
race_ethnicity_color,"['ukrainian woman', 'asian woman']"
race_ethnicity_color,"['peruvian woman', 'laotian woman']"
race_ethnicity_color,"['peruvian woman', 'bolivian woman']"
race_ethnicity_color,"['peruvian woman', 'polish woman']"
race_ethnicity_color,"['peruvian woman', 'singaporean woman']"
race_ethnicity_color,"['peruvian woman', 'omani woman']"
race_ethnicity_color,"['peruvian woman', 'eriteria woman']"
race_ethnicity_color,"['peruvian woman', 'taiwanese woman']"
race_ethnicity_color,"['peruvian woman', 'cameroonian woman']"
race_ethnicity_color,"['peruvian woman', 'liberian woman']"
race_ethnicity_color,"['peruvian woman', 'albanian woman']"
race_ethnicity_color,"['peruvian woman', 'nepali woman']"
race_ethnicity_color,"['peruvian woman', 'alaska native woman']"
race_ethnicity_color,"['peruvian woman', 'paraguayan woman']"
race_ethnicity_color,"['peruvian woman', 'yemen woman']"
race_ethnicity_color,"['peruvian woman', 'swedish woman']"
race_ethnicity_color,"['peruvian woman', 'aboriginal woman']"
race_ethnicity_color,"['peruvian woman', 'indigenous woman']"
race_ethnicity_color,"['peruvian woman', 'native hawaiian woman']"
race_ethnicity_color,"['peruvian woman', 'pacific islander woman']"
race_ethnicity_color,"['peruvian woman', 'asian woman']"
race_ethnicity_color,"['laotian woman', 'bolivian woman']"
race_ethnicity_color,"['laotian woman', 'polish woman']"
race_ethnicity_color,"['laotian woman', 'singaporean woman']"
race_ethnicity_color,"['laotian woman', 'omani woman']"
race_ethnicity_color,"['laotian woman', 'eriteria woman']"
race_ethnicity_color,"['laotian woman', 'taiwanese woman']"
race_ethnicity_color,"['laotian woman', 'cameroonian woman']"
race_ethnicity_color,"['laotian woman', 'liberian woman']"
race_ethnicity_color,"['laotian woman', 'albanian woman']"
race_ethnicity_color,"['laotian woman', 'nepali woman']"
race_ethnicity_color,"['laotian woman', 'alaska native woman']"
race_ethnicity_color,"['laotian woman', 'paraguayan woman']"
race_ethnicity_color,"['laotian woman', 'yemen woman']"
race_ethnicity_color,"['laotian woman', 'swedish woman']"
race_ethnicity_color,"['laotian woman', 'aboriginal woman']"
race_ethnicity_color,"['laotian woman', 'indigenous woman']"
race_ethnicity_color,"['laotian woman', 'native hawaiian woman']"
race_ethnicity_color,"['laotian woman', 'pacific islander woman']"
race_ethnicity_color,"['laotian woman', 'asian woman']"
race_ethnicity_color,"['bolivian woman', 'polish woman']"
race_ethnicity_color,"['bolivian woman', 'singaporean woman']"
race_ethnicity_color,"['bolivian woman', 'omani woman']"
race_ethnicity_color,"['bolivian woman', 'eriteria woman']"
race_ethnicity_color,"['bolivian woman', 'taiwanese woman']"
race_ethnicity_color,"['bolivian woman', 'cameroonian woman']"
race_ethnicity_color,"['bolivian woman', 'liberian woman']"
race_ethnicity_color,"['bolivian woman', 'albanian woman']"
race_ethnicity_color,"['bolivian woman', 'nepali woman']"
race_ethnicity_color,"['bolivian woman', 'alaska native woman']"
race_ethnicity_color,"['bolivian woman', 'paraguayan woman']"
race_ethnicity_color,"['bolivian woman', 'yemen woman']"
race_ethnicity_color,"['bolivian woman', 'swedish woman']"
race_ethnicity_color,"['bolivian woman', 'aboriginal woman']"
race_ethnicity_color,"['bolivian woman', 'indigenous woman']"
race_ethnicity_color,"['bolivian woman', 'native hawaiian woman']"
race_ethnicity_color,"['bolivian woman', 'pacific islander woman']"
race_ethnicity_color,"['bolivian woman', 'asian woman']"
race_ethnicity_color,"['polish woman', 'singaporean woman']"
race_ethnicity_color,"['polish woman', 'omani woman']"
race_ethnicity_color,"['polish woman', 'eriteria woman']"
race_ethnicity_color,"['polish woman', 'taiwanese woman']"
race_ethnicity_color,"['polish woman', 'cameroonian woman']"
race_ethnicity_color,"['polish woman', 'liberian woman']"
race_ethnicity_color,"['polish woman', 'albanian woman']"
race_ethnicity_color,"['polish woman', 'nepali woman']"
race_ethnicity_color,"['polish woman', 'alaska native woman']"
race_ethnicity_color,"['polish woman', 'paraguayan woman']"
race_ethnicity_color,"['polish woman', 'yemen woman']"
race_ethnicity_color,"['polish woman', 'swedish woman']"
race_ethnicity_color,"['polish woman', 'aboriginal woman']"
race_ethnicity_color,"['polish woman', 'indigenous woman']"
race_ethnicity_color,"['polish woman', 'native hawaiian woman']"
race_ethnicity_color,"['polish woman', 'pacific islander woman']"
